Word,Start Timecode,End Timecode,Speaker
life.,00:07:53.98,00:07:54.79,""
A,00:07:54.88,00:07:55.15,""
love,00:07:55.15,00:07:55.69,""
for,00:07:55.69,00:07:55.96,""
the,00:07:55.96,00:07:56.05,""
world.,00:07:56.05,00:07:56.86,""
It,00:07:57.49,00:07:57.76,""
is,00:07:57.76,00:07:57.88,""
said,00:07:57.88,00:07:58.06,""
that,00:07:58.06,00:07:58.21,""
the,00:07:58.21,00:07:58.30,""
green,00:07:58.30,00:07:58.66,""
Titan's,00:07:58.66,00:07:59.23,""
size,00:07:59.23,00:07:59.77,""
is,00:07:59.77,00:07:59.92,""
equivalent,00:07:59.92,00:08:00.43,""
to,00:08:00.43,00:08:00.58,""
the,00:08:00.58,00:08:00.67,""
amount,00:08:00.67,00:08:00.97,""
of,00:08:00.97,00:08:01.09,""
love,00:08:01.09,00:08:01.33,""
she,00:08:01.33,00:08:01.48,""
has,00:08:01.48,00:08:01.75,""
for,00:08:01.75,00:08:01.90,""
the,00:08:01.90,00:08:01.99,""
world,00:08:01.99,00:08:02.56,""
and,00:08:02.56,00:08:02.86,""
those,00:08:02.86,00:08:03.22,""
who,00:08:03.22,00:08:03.37,""
inhabit,00:08:03.37,00:08:03.79,""
it.,00:08:03.79,00:08:04.27,""
A,00:08:04.39,00:08:04.69,""
light,00:08:04.69,00:08:05.23,""
in,00:08:05.23,00:08:05.53,""
the,00:08:05.53,00:08:05.62,""
darkness.,00:08:05.62,00:08:06.52,""
In,00:08:07.21,00:08:07.54,""
times,00:08:07.54,00:08:07.87,""
of,00:08:07.87,00:08:07.96,""
crisis,00:08:07.96,00:08:08.56,""
or,00:08:08.56,00:08:08.74,""
"trouble,",00:08:08.74,00:08:09.25,""
people,00:08:09.28,00:08:09.76,""
turn,00:08:09.76,00:08:10.03,""
to,00:08:10.03,00:08:10.15,""
Siobhan,00:08:10.15,00:08:10.69,""
for,00:08:10.69,00:08:10.84,""
comfort,00:08:10.84,00:08:11.29,""
and,00:08:11.29,00:08:11.47,""
"guidance,",00:08:11.47,00:08:12.07,""
believing,00:08:12.07,00:08:12.67,""
that,00:08:12.67,00:08:12.82,""
her,00:08:12.82,00:08:13.03,""
light,00:08:13.03,00:08:13.33,""
and,00:08:13.33,00:08:13.48,""
beauty,00:08:13.48,00:08:13.87,""
will,00:08:13.87,00:08:14.05,""
help,00:08:14.05,00:08:14.29,""
them,00:08:14.29,00:08:14.47,""
overcome,00:08:14.47,00:08:15.25,""
any,00:08:15.25,00:08:15.73,""
obstacle.,00:08:15.73,00:08:16.63,""
Firm,00:08:19.17,00:08:19.68,""
beliefs.,00:08:19.68,00:08:20.55,""
Her,00:08:20.67,00:08:20.97,""
followers,00:08:20.97,00:08:21.36,""
believed,00:08:21.36,00:08:21.72,""
that,00:08:21.72,00:08:21.87,""
as,00:08:21.87,00:08:21.99,""
long,00:08:21.99,00:08:22.20,""
as,00:08:22.20,00:08:22.32,""
they,00:08:22.32,00:08:22.44,""
hold,00:08:22.47,00:08:22.71,""
on,00:08:22.71,00:08:22.83,""
to,00:08:22.83,00:08:22.92,""
their,00:08:22.92,00:08:23.10,""
sense,00:08:23.10,00:08:23.34,""
of,00:08:23.34,00:08:23.49,""
wonder,00:08:23.49,00:08:23.88,""
and,00:08:23.88,00:08:24.06,""
appreciation,00:08:24.06,00:08:24.81,""
for,00:08:24.81,00:08:24.99,""
"life,",00:08:24.99,00:08:25.53,""
they,00:08:25.53,00:08:25.86,""
will,00:08:25.86,00:08:25.98,""
never,00:08:25.98,00:08:26.34,""
truly,00:08:26.34,00:08:26.85,""
be,00:08:26.85,00:08:27.00,""
lost.,00:08:27.00,00:08:27.78,""
Nirman,00:08:27.90,00:08:28.80,""
is,00:08:28.80,00:08:29.19,""
the,00:08:29.19,00:08:29.31,""
black,00:08:29.31,00:08:29.70,""
bowman,00:08:29.70,00:08:30.42,""
the,00:08:30.45,00:08:30.72,""
masculine,00:08:30.72,00:08:31.32,""
representation,00:08:31.32,00:08:32.28,""
of,00:08:32.28,00:08:32.46,""
death.,00:08:32.46,00:08:33.15,""
Rather,00:08:33.33,00:08:33.90,""
than,00:08:33.90,00:08:34.11,""
working,00:08:34.11,00:08:34.47,""
against,00:08:34.47,00:08:34.86,""
"Siobhan,",00:08:34.86,00:08:35.55,""
the,00:08:35.58,00:08:35.88,""
Black,00:08:35.88,00:08:36.18,""
Bowman,00:08:36.18,00:08:36.57,""
is,00:08:36.57,00:08:36.69,""
an,00:08:36.69,00:08:36.81,""
agent,00:08:36.81,00:08:37.14,""
of,00:08:37.14,00:08:37.26,""
transformation,00:08:37.26,00:08:38.16,""
and,00:08:38.16,00:08:38.34,""
change,00:08:38.34,00:08:39.18,""
rather,00:08:39.18,00:08:39.63,""
than,00:08:39.63,00:08:39.84,""
of,00:08:39.87,00:08:40.02,""
pure,00:08:40.02,00:08:40.38,""
decay,00:08:40.41,00:08:40.92,""
and,00:08:40.92,00:08:41.16,""
rot.,00:08:41.16,00:08:41.88,""
Keeper,00:08:42.55,00:08:43.12,""
of,00:08:43.12,00:08:43.24,""
souls,00:08:43.24,00:08:44.05,""
depicted,00:08:44.05,00:08:44.80,""
as,00:08:44.80,00:08:44.95,""
a,00:08:44.95,00:08:45.04,""
shadowy,00:08:45.04,00:08:45.40,""
figure,00:08:45.43,00:08:45.70,""
with,00:08:45.70,00:08:45.85,""
a,00:08:45.85,00:08:45.94,""
hooded,00:08:45.94,00:08:46.24,""
cloak,00:08:46.24,00:08:46.57,""
and,00:08:46.57,00:08:46.78,""
eyes,00:08:46.78,00:08:47.05,""
that,00:08:47.05,00:08:47.23,""
shine,00:08:47.23,00:08:47.56,""
like,00:08:47.56,00:08:47.74,""
the,00:08:47.74,00:08:47.86,""
stars.,00:08:47.86,00:08:48.47,""
It,00:08:48.49,00:08:48.82,""
is,00:08:48.82,00:08:48.94,""
said,00:08:48.94,00:08:49.15,""
that,00:08:49.15,00:08:49.33,""
Nimon,00:08:49.33,00:08:49.84,""
walks,00:08:49.84,00:08:50.23,""
the,00:08:50.23,00:08:50.38,""
"earth,",00:08:50.38,00:08:50.89,""
bringing,00:08:50.89,00:08:51.46,""
peace,00:08:51.46,00:08:51.79,""
to,00:08:51.79,00:08:51.91,""
those,00:08:51.91,00:08:52.18,""
who,00:08:52.18,00:08:52.30,""
have,00:08:52.30,00:08:52.42,""
passed,00:08:52.42,00:08:52.75,""
on,00:08:52.78,00:08:52.99,""
and,00:08:52.99,00:08:53.17,""
guiding,00:08:53.17,00:08:53.56,""
souls,00:08:53.56,00:08:53.98,""
to,00:08:53.98,00:08:54.10,""
their,00:08:54.10,00:08:54.31,""
final,00:08:54.31,00:08:54.73,""
resting,00:08:54.73,00:08:55.18,""
place.,00:08:55.18,00:08:55.81,""
Keeper,00:08:55.84,00:08:56.50,""
of,00:08:56.50,00:08:56.65,""
Death's,00:08:56.65,00:08:57.01,""
Arrow.,00:08:57.04,00:08:57.76,""
He,00:08:58.15,00:08:58.54,""
also,00:08:58.54,00:08:58.81,""
is,00:08:58.81,00:08:58.93,""
responsible,00:08:58.93,00:08:59.50,""
for,00:08:59.50,00:08:59.68,""
loosening,00:08:59.68,00:09:00.16,""
the,00:09:00.16,00:09:00.31,""
arrow,00:09:00.31,00:09:00.58,""
into,00:09:00.58,00:09:00.76,""
the,00:09:00.76,00:09:00.88,""
hearts,00:09:00.88,00:09:01.18,""
of,00:09:01.18,00:09:01.30,""
those,00:09:01.30,00:09:01.54,""
who,00:09:01.54,00:09:01.72,""
run,00:09:01.72,00:09:01.96,""
from,00:09:01.96,00:09:02.20,""
"death,",00:09:02.20,00:09:02.65,""
which,00:09:02.65,00:09:03.16,""
to,00:09:03.16,00:09:03.31,""
the,00:09:03.31,00:09:03.43,""
brethren,00:09:03.43,00:09:03.88,""
is,00:09:03.88,00:09:04.12,""
inescapable,00:09:04.12,00:09:04.96,""
for,00:09:04.96,00:09:05.14,""
all,00:09:05.14,00:09:05.35,""
things.,00:09:05.35,00:09:06.16,""
In,00:09:06.43,00:09:06.88,""
times,00:09:06.88,00:09:07.15,""
of,00:09:07.15,00:09:07.27,""
loss,00:09:07.27,00:09:07.57,""
or,00:09:07.57,00:09:07.75,""
"sorrow,",00:09:07.78,00:09:08.20,""
people,00:09:08.20,00:09:08.50,""
turn,00:09:08.53,00:09:08.74,""
to,00:09:08.74,00:09:08.83,""
Nimon,00:09:08.83,00:09:09.28,""
for,00:09:09.28,00:09:09.43,""
comfort,00:09:09.43,00:09:09.85,""
and,00:09:09.85,00:09:10.00,""
"guidance,",00:09:10.00,00:09:10.75,""
believing,00:09:10.75,00:09:11.41,""
that,00:09:11.41,00:09:11.56,""
his,00:09:11.56,00:09:11.77,""
wisdom,00:09:11.77,00:09:12.22,""
and,00:09:12.22,00:09:12.34,""
compassion,00:09:12.34,00:09:12.88,""
will,00:09:12.88,00:09:13.03,""
help,00:09:13.03,00:09:13.27,""
them,00:09:13.27,00:09:13.45,""
navigate,00:09:13.45,00:09:13.93,""
the,00:09:13.93,00:09:14.05,""
difficult,00:09:14.05,00:09:14.47,""
journey,00:09:14.47,00:09:14.92,""
of,00:09:14.92,00:09:15.04,""
grief.,00:09:15.04,00:09:15.73,""
Embracing,00:09:17.16,00:09:17.79,""
death.,00:09:17.79,00:09:18.45,""
Followers,00:09:18.57,00:09:19.26,""
of,00:09:19.26,00:09:19.38,""
Newman,00:09:19.38,00:09:19.92,""
view,00:09:19.92,00:09:20.31,""
death,00:09:20.31,00:09:20.61,""
as,00:09:20.61,00:09:20.82,""
a,00:09:20.82,00:09:20.88,""
continuation,00:09:20.88,00:09:21.66,""
of,00:09:21.66,00:09:21.81,""
life,00:09:21.81,00:09:22.17,""
in,00:09:22.17,00:09:22.32,""
a,00:09:22.32,00:09:22.38,""
different,00:09:22.38,00:09:22.74,""
form,00:09:22.74,00:09:23.37,""
rather,00:09:23.37,00:09:23.91,""
than,00:09:23.91,00:09:24.09,""
as,00:09:24.09,00:09:24.24,""
an,00:09:24.24,00:09:24.39,""
end.,00:09:24.39,00:09:25.14,""
To,00:09:25.17,00:09:25.56,""
"them,",00:09:25.56,00:09:26.13,""
death,00:09:26.13,00:09:26.55,""
is,00:09:26.55,00:09:26.70,""
a,00:09:26.70,00:09:26.79,""
natural,00:09:26.79,00:09:27.27,""
part,00:09:27.27,00:09:27.57,""
of,00:09:27.57,00:09:27.69,""
the,00:09:27.69,00:09:27.81,""
cycle,00:09:27.81,00:09:28.20,""
of,00:09:28.20,00:09:28.32,""
"life,",00:09:28.32,00:09:28.86,""
and,00:09:28.86,00:09:29.19,""
they,00:09:29.19,00:09:29.37,""
embrace,00:09:29.37,00:09:29.82,""
it,00:09:29.82,00:09:29.94,""
as,00:09:29.94,00:09:30.09,""
a,00:09:30.09,00:09:30.18,""
time,00:09:30.18,00:09:30.42,""
of,00:09:30.45,00:09:30.57,""
transformation,00:09:30.57,00:09:31.50,""
and,00:09:31.50,00:09:31.74,""
renewal.,00:09:31.74,00:09:32.55,""
They,00:09:32.76,00:09:33.15,""
don't,00:09:33.15,00:09:33.42,""
fear,00:09:33.42,00:09:33.69,""
"death,",00:09:33.69,00:09:33.96,""
but,00:09:33.96,00:09:34.14,""
rather,00:09:34.14,00:09:34.50,""
view,00:09:34.50,00:09:34.71,""
it,00:09:34.71,00:09:34.80,""
as,00:09:34.80,00:09:34.95,""
a,00:09:34.95,00:09:35.04,""
time,00:09:35.04,00:09:35.31,""
to,00:09:35.31,00:09:35.40,""
be,00:09:35.40,00:09:35.55,""
celebrated,00:09:35.55,00:09:36.42,""
and,00:09:36.42,00:09:36.75,""
remembered.,00:09:36.75,00:09:37.65,""
While,00:09:37.74,00:09:38.25,""
all,00:09:38.28,00:09:38.64,""
are,00:09:38.64,00:09:38.76,""
able,00:09:38.76,00:09:39.03,""
to,00:09:39.03,00:09:39.15,""
reach,00:09:39.15,00:09:39.54,""
spiritual,00:09:39.54,00:09:40.14,""
talam,00:09:40.17,00:09:40.53,""
within,00:09:40.53,00:09:40.86,""
"themselves,",00:09:40.86,00:09:41.61,""
Brevin,00:09:41.64,00:09:42.24,""
Druids,00:09:42.24,00:09:42.69,""
are,00:09:42.69,00:09:42.78,""
the,00:09:42.78,00:09:42.90,""
guides,00:09:42.90,00:09:43.29,""
to,00:09:43.29,00:09:43.44,""
aiding,00:09:43.44,00:09:43.83,""
one,00:09:43.83,00:09:44.07,""
on,00:09:44.10,00:09:44.25,""
their,00:09:44.25,00:09:44.46,""
journey.,00:09:44.46,00:09:45.13,""
They,00:09:45.15,00:09:45.57,""
rely,00:09:45.57,00:09:45.87,""
on,00:09:45.87,00:09:46.02,""
the,00:09:46.02,00:09:46.14,""
strength,00:09:46.14,00:09:46.59,""
and,00:09:46.59,00:09:46.74,""
stability,00:09:46.74,00:09:47.25,""
of,00:09:47.25,00:09:47.37,""
the,00:09:47.37,00:09:47.52,""
earth,00:09:47.52,00:09:47.91,""
throughout,00:09:47.91,00:09:48.48,""
their,00:09:48.48,00:09:48.69,""
culture.,00:09:48.69,00:09:49.47,""
With,00:09:49.47,00:09:49.80,""
a,00:09:49.80,00:09:49.86,""
good,00:09:49.86,00:09:50.07,""
portion,00:09:50.07,00:09:50.49,""
of,00:09:50.49,00:09:50.58,""
Brevin,00:09:50.58,00:09:51.03,""
being,00:09:51.03,00:09:51.33,""
Druidic,00:09:51.33,00:09:51.87,""
in,00:09:51.87,00:09:52.05,""
nature.,00:09:52.05,00:09:52.83,""
Great,00:09:53.10,00:09:53.58,""
importance,00:09:53.58,00:09:54.12,""
is,00:09:54.12,00:09:54.24,""
placed,00:09:54.24,00:09:54.54,""
upon,00:09:54.54,00:09:54.81,""
those,00:09:54.81,00:09:55.05,""
who,00:09:55.05,00:09:55.20,""
are,00:09:55.20,00:09:55.32,""
Druidic,00:09:55.32,00:09:55.80,""
in,00:09:55.80,00:09:55.92,""
official,00:09:55.92,00:09:56.31,""
"capacity,",00:09:56.31,00:09:57.12,""
with,00:09:57.12,00:09:57.48,""
Druids,00:09:57.48,00:09:57.90,""
being,00:09:57.90,00:09:58.11,""
both,00:09:58.11,00:09:58.47,""
spiritual,00:09:58.47,00:09:59.10,""
leaders,00:09:59.10,00:09:59.58,""
and,00:09:59.58,00:10:00.15,""
keepers,00:10:00.15,00:10:00.60,""
of,00:10:00.60,00:10:00.75,""
knowledge.,00:10:00.75,00:10:01.59,""
They,00:10:01.62,00:10:02.04,""
guide,00:10:02.07,00:10:02.37,""
their,00:10:02.37,00:10:02.58,""
kin,00:10:02.58,00:10:02.94,""
into,00:10:02.94,00:10:03.24,""
purity,00:10:03.24,00:10:03.90,""
and,00:10:03.90,00:10:04.20,""
oftentimes,00:10:04.23,00:10:04.83,""
live,00:10:04.83,00:10:05.04,""
as,00:10:05.04,00:10:05.22,""
hermits,00:10:05.22,00:10:05.73,""
in,00:10:05.73,00:10:05.88,""
a,00:10:05.88,00:10:05.94,""
cloistered,00:10:05.94,00:10:06.48,""
fashion.,00:10:06.48,00:10:06.96,""
Deep,00:10:06.96,00:10:07.35,""
wishing,00:10:07.35,00:10:07.77,""
the,00:10:07.77,00:10:07.89,""
sanctuary,00:10:07.89,00:10:08.43,""
of,00:10:08.43,00:10:08.52,""
the,00:10:08.52,00:10:08.64,""
wilderness,00:10:08.64,00:10:09.33,""
where,00:10:09.36,00:10:09.72,""
Talam,00:10:09.75,00:10:10.14,""
is,00:10:10.14,00:10:10.26,""
to,00:10:10.26,00:10:10.35,""
be,00:10:10.35,00:10:10.47,""
the,00:10:10.47,00:10:10.59,""
greatest,00:10:10.59,00:10:11.28,""
and,00:10:11.28,00:10:11.64,""
one's,00:10:11.64,00:10:11.88,""
connection,00:10:11.88,00:10:12.42,""
to,00:10:12.42,00:10:12.60,""
"it,",00:10:12.60,00:10:12.84,""
heightened,00:10:12.87,00:10:13.74,""
on,00:10:13.83,00:10:14.25,""
the,00:10:14.25,00:10:14.34,""
journey,00:10:14.34,00:10:14.64,""
to,00:10:14.64,00:10:14.76,""
balance.,00:10:14.76,00:10:15.11,""
It,00:10:15.12,00:10:15.24,""
is,00:10:15.24,00:10:15.36,""
believed,00:10:15.36,00:10:15.78,""
that,00:10:15.78,00:10:16.02,""
those,00:10:16.02,00:10:16.29,""
who,00:10:16.29,00:10:16.41,""
attain,00:10:16.41,00:10:16.80,""
the,00:10:16.90,00:10:17.02,""
apotheosis,00:10:17.02,00:10:17.71,""
of,00:10:17.71,00:10:17.83,""
balance,00:10:17.83,00:10:18.37,""
receive,00:10:18.37,00:10:18.82,""
a,00:10:18.85,00:10:18.91,""
gift,00:10:18.91,00:10:19.21,""
from,00:10:19.21,00:10:19.42,""
both,00:10:19.42,00:10:19.78,""
samsara,00:10:19.78,00:10:20.35,""
gods.,00:10:20.38,00:10:21.07,""
The,00:10:21.10,00:10:21.40,""
ability,00:10:21.40,00:10:21.79,""
to,00:10:21.79,00:10:21.91,""
commune,00:10:21.91,00:10:22.27,""
with,00:10:22.27,00:10:22.42,""
the,00:10:22.42,00:10:22.54,""
ancestors,00:10:22.57,00:10:23.20,""
by,00:10:23.20,00:10:23.44,""
Neiman,00:10:23.44,00:10:24.16,""
and,00:10:24.16,00:10:24.49,""
the,00:10:24.49,00:10:24.58,""
Awakening,00:10:24.58,00:10:25.03,""
of,00:10:25.03,00:10:25.15,""
Greater,00:10:25.15,00:10:25.60,""
Druidic,00:10:25.60,00:10:26.05,""
powers,00:10:26.05,00:10:26.50,""
by,00:10:26.50,00:10:26.71,""
Siobhan,00:10:26.71,00:10:27.58,""
Brevin.,00:10:27.61,00:10:28.27,""
Soldiers,00:10:28.27,00:10:28.75,""
who,00:10:28.75,00:10:28.87,""
go,00:10:28.87,00:10:29.02,""
into,00:10:29.02,00:10:29.17,""
battle,00:10:29.20,00:10:29.47,""
frequently,00:10:29.47,00:10:29.98,""
invoke,00:10:29.98,00:10:30.31,""
the,00:10:30.34,00:10:30.43,""
name,00:10:30.43,00:10:30.70,""
of,00:10:30.70,00:10:30.79,""
their,00:10:30.82,00:10:31.03,""
ancestors,00:10:31.03,00:10:31.75,""
upon,00:10:31.75,00:10:32.05,""
their,00:10:32.05,00:10:32.29,""
path,00:10:32.29,00:10:32.80,""
so,00:10:32.80,00:10:33.10,""
that,00:10:33.10,00:10:33.28,""
they,00:10:33.28,00:10:33.43,""
may,00:10:33.43,00:10:33.64,""
walk,00:10:33.64,00:10:33.97,""
in,00:10:33.97,00:10:34.12,""
their,00:10:34.12,00:10:34.30,""
footsteps.,00:10:34.30,00:10:35.25,""
Those,00:10:35.26,00:10:35.77,""
of,00:10:35.77,00:10:35.89,""
pure,00:10:35.89,00:10:36.19,""
talam,00:10:36.22,00:10:36.64,""
are,00:10:36.64,00:10:36.79,""
believed,00:10:36.79,00:10:37.12,""
to,00:10:37.12,00:10:37.21,""
have,00:10:37.21,00:10:37.42,""
their,00:10:37.42,00:10:37.63,""
spirit,00:10:37.63,00:10:38.02,""
linger,00:10:38.02,00:10:38.47,""
as,00:10:38.47,00:10:38.65,""
a,00:10:38.65,00:10:38.74,""
nature,00:10:38.74,00:10:39.22,""
spirit,00:10:39.22,00:10:39.82,""
watching,00:10:39.85,00:10:40.39,""
over,00:10:40.39,00:10:40.69,""
their,00:10:40.69,00:10:40.90,""
future,00:10:40.90,00:10:41.38,""
kin.,00:10:41.38,00:10:42.07,""
Some,00:10:42.25,00:10:42.97,""
remain,00:10:42.97,00:10:43.45,""
bound,00:10:43.45,00:10:43.93,""
to,00:10:43.93,00:10:44.11,""
lodestones,00:10:44.11,00:10:45.04,""
other,00:10:45.07,00:10:45.46,""
to,00:10:45.46,00:10:45.58,""
some,00:10:45.58,00:10:45.82,""
regions,00:10:45.82,00:10:46.30,""
they,00:10:46.30,00:10:46.48,""
valued,00:10:46.48,00:10:46.87,""
greatly.,00:10:46.87,00:10:47.64,""
Those,00:10:47.65,00:10:48.28,""
"impure,",00:10:48.28,00:10:49.06,""
"however,",00:10:49.06,00:10:49.69,""
are,00:10:49.69,00:10:49.99,""
recycled,00:10:49.99,00:10:50.50,""
into,00:10:50.50,00:10:50.68,""
the,00:10:50.68,00:10:50.77,""
greater,00:10:50.77,00:10:51.22,""
mass,00:10:51.22,00:10:51.61,""
of,00:10:51.61,00:10:51.76,""
talam,00:10:51.76,00:10:52.33,""
and,00:10:52.33,00:10:52.69,""
receive,00:10:52.69,00:10:52.99,""
a,00:10:53.02,00:10:53.08,""
new,00:10:53.08,00:10:53.26,""
attempt,00:10:53.26,00:10:53.59,""
at,00:10:53.59,00:10:53.71,""
life,00:10:53.71,00:10:53.98,""
without,00:10:53.98,00:10:54.34,""
the,00:10:54.34,00:10:54.43,""
ability,00:10:54.43,00:10:54.91,""
to,00:10:54.91,00:10:55.00,""
commune,00:10:55.00,00:10:55.45,""
with,00:10:55.45,00:10:55.63,""
those,00:10:55.63,00:10:55.93,""
that,00:10:55.93,00:10:56.08,""
have,00:10:56.08,00:10:56.23,""
come,00:10:56.23,00:10:56.44,""
before,00:10:56.44,00:10:56.77,""
them.,00:10:56.77,00:10:57.22,""
One,00:10:57.61,00:10:58.03,""
of,00:10:58.03,00:10:58.09,""
the,00:10:58.09,00:10:58.18,""
more,00:10:58.18,00:10:58.42,""
magical,00:10:58.42,00:10:58.84,""
aspects,00:10:58.84,00:10:59.44,""
of,00:10:59.44,00:10:59.62,""
Brevin,00:10:59.62,00:11:00.07,""
"faith,",00:11:00.07,00:11:00.52,""
as,00:11:00.52,00:11:00.70,""
well,00:11:00.70,00:11:00.88,""
as,00:11:00.88,00:11:01.00,""
their,00:11:01.00,00:11:01.21,""
culture,00:11:01.21,00:11:01.66,""
"itself,",00:11:01.66,00:11:02.38,""
is,00:11:02.38,00:11:02.77,""
that,00:11:02.77,00:11:02.98,""
of,00:11:02.98,00:11:03.13,""
Lodestones,00:11:03.13,00:11:04.27,""
believed,00:11:04.48,00:11:05.17,""
to,00:11:05.17,00:11:05.26,""
be,00:11:05.26,00:11:05.41,""
the,00:11:05.41,00:11:05.50,""
resting,00:11:05.50,00:11:05.89,""
place,00:11:05.89,00:11:06.19,""
of,00:11:06.19,00:11:06.34,""
many,00:11:06.34,00:11:06.61,""
souls.,00:11:06.61,00:11:07.28,""
These,00:11:07.30,00:11:07.84,""
pillars,00:11:07.84,00:11:08.20,""
of,00:11:08.20,00:11:08.35,""
rock,00:11:08.35,00:11:08.62,""
are,00:11:08.62,00:11:08.77,""
erected,00:11:08.77,00:11:09.19,""
in,00:11:09.19,00:11:09.31,""
various,00:11:09.31,00:11:09.70,""
locales,00:11:09.70,00:11:10.57,""
from,00:11:10.57,00:11:10.90,""
the,00:11:10.90,00:11:10.99,""
tops,00:11:10.99,00:11:11.38,""
of,00:11:11.38,00:11:11.53,""
mountains,00:11:11.53,00:11:12.07,""
to,00:11:12.07,00:11:12.22,""
surrounding,00:11:12.22,00:11:12.70,""
the,00:11:12.70,00:11:12.79,""
perimeter,00:11:12.79,00:11:13.30,""
of,00:11:13.30,00:11:13.39,""
a,00:11:13.39,00:11:13.48,""
clan's,00:11:13.48,00:11:13.99,""
village.,00:11:13.99,00:11:14.71,""
Lodestones,00:11:14.92,00:11:15.82,""
are,00:11:15.82,00:11:15.91,""
believed,00:11:15.91,00:11:16.21,""
to,00:11:16.21,00:11:16.30,""
be,00:11:16.30,00:11:16.39,""
a,00:11:16.39,00:11:16.48,""
means,00:11:16.48,00:11:16.75,""
of,00:11:16.75,00:11:16.84,""
which,00:11:16.84,00:11:17.20,""
spirits,00:11:17.20,00:11:17.74,""
can,00:11:17.74,00:11:17.95,""
enter,00:11:17.95,00:11:18.34,""
and,00:11:18.34,00:11:18.52,""
return,00:11:18.52,00:11:18.94,""
to,00:11:18.94,00:11:19.03,""
the,00:11:19.03,00:11:19.15,""
earth,00:11:19.15,00:11:19.45,""
in,00:11:19.45,00:11:19.57,""
which,00:11:19.57,00:11:19.84,""
they,00:11:19.84,00:11:19.99,""
belong.,00:11:19.99,00:11:20.86,""
This,00:11:20.95,00:11:21.46,""
can,00:11:21.46,00:11:21.61,""
only,00:11:21.61,00:11:21.85,""
be,00:11:21.85,00:11:21.97,""
done,00:11:21.97,00:11:22.24,""
when,00:11:22.24,00:11:22.39,""
a,00:11:22.39,00:11:22.48,""
rock,00:11:22.48,00:11:22.72,""
pillar,00:11:22.72,00:11:22.96,""
has,00:11:22.96,00:11:23.17,""
the,00:11:23.17,00:11:23.29,""
appropriate,00:11:23.29,00:11:23.89,""
carvings,00:11:23.89,00:11:24.43,""
as,00:11:24.43,00:11:24.58,""
deemed,00:11:24.58,00:11:24.91,""
worthy,00:11:24.91,00:11:25.24,""
by,00:11:25.24,00:11:25.45,""
a,00:11:25.45,00:11:25.54,""
druid.,00:11:25.54,00:11:26.11,""
Upon,00:11:26.14,00:11:26.65,""
"completion,",00:11:26.65,00:11:27.16,""
a,00:11:27.19,00:11:27.28,""
ritual,00:11:27.28,00:11:27.70,""
is,00:11:27.70,00:11:27.82,""
conducted,00:11:27.82,00:11:28.24,""
around,00:11:28.24,00:11:28.54,""
the,00:11:28.54,00:11:28.66,""
lodestone,00:11:28.66,00:11:29.23,""
in,00:11:29.23,00:11:29.38,""
varying,00:11:29.38,00:11:29.83,""
"fashion,",00:11:29.83,00:11:30.28,""
depending,00:11:30.28,00:11:30.70,""
on,00:11:30.70,00:11:30.88,""
the,00:11:30.88,00:11:31.03,""
intended,00:11:31.03,00:11:31.54,""
type,00:11:31.57,00:11:31.84,""
of,00:11:31.84,00:11:31.96,""
soul.,00:11:31.96,00:11:32.59,""
If,00:11:32.62,00:11:33.10,""
the,00:11:33.10,00:11:33.19,""
lodestone,00:11:33.19,00:11:33.70,""
is,00:11:33.70,00:11:33.82,""
a,00:11:33.82,00:11:33.88,""
quite,00:11:33.88,00:11:34.18,""
high,00:11:34.18,00:11:34.45,""
"stature,",00:11:34.45,00:11:35.02,""
it,00:11:35.05,00:11:35.32,""
is,00:11:35.32,00:11:35.47,""
intended,00:11:35.47,00:11:35.86,""
for,00:11:35.86,00:11:36.01,""
human,00:11:36.01,00:11:36.43,""
souls,00:11:36.43,00:11:37.00,""
and,00:11:37.00,00:11:37.27,""
is,00:11:37.30,00:11:37.42,""
completed,00:11:37.42,00:11:37.87,""
upon,00:11:37.87,00:11:38.11,""
a,00:11:38.11,00:11:38.20,""
bloodletting,00:11:38.20,00:11:38.80,""
of,00:11:38.80,00:11:38.92,""
those,00:11:38.92,00:11:39.22,""
in,00:11:39.22,00:11:39.34,""
attendance,00:11:39.34,00:11:39.88,""
upon,00:11:39.88,00:11:40.18,""
the,00:11:40.18,00:11:40.27,""
soul,00:11:40.27,00:11:40.66,""
of,00:11:40.66,00:11:40.78,""
the,00:11:40.78,00:11:40.90,""
stone.,00:11:40.90,00:11:41.68,""
A,00:11:41.92,00:11:42.16,""
more,00:11:42.16,00:11:42.37,""
fantastical,00:11:42.37,00:11:43.09,""
belief,00:11:43.12,00:11:43.45,""
is,00:11:43.45,00:11:43.57,""
that,00:11:43.57,00:11:43.72,""
these,00:11:43.72,00:11:44.11,""
stones,00:11:44.11,00:11:44.62,""
contain,00:11:44.62,00:11:45.01,""
the,00:11:45.01,00:11:45.10,""
ability,00:11:45.10,00:11:45.52,""
to,00:11:45.52,00:11:45.67,""
ward,00:11:45.67,00:11:45.94,""
off,00:11:45.94,00:11:46.18,""
not,00:11:46.18,00:11:46.39,""
just,00:11:46.39,00:11:46.75,""
foul,00:11:46.75,00:11:47.17,""
"spirits,",00:11:47.17,00:11:47.65,""
but,00:11:47.65,00:11:47.89,""
magic,00:11:47.89,00:11:48.34,""
itself,00:11:48.34,00:11:49.03,""
with,00:11:49.03,00:11:49.36,""
